building_id,mean_temp,std_temp,pct_above_18,pct_below_15
10000,14.014424933211892,6.36752632564244,30.95005605583885,55.509746482948174
10009,11.005652396716734,5.8101556831084356,16.68006834857775,74.94848728515429
10014,14.75193009196533,7.033243690763971,38.283015410924044,52.78088801123756
10019,14.743701716134169,7.025614922683261,38.16746523433129,52.90180160934273
10029,10.619285154916165,6.314876665775762,18.25563221896085,74.51301795448481
10031,12.51318582384655,6.277255449021692,24.065344842824736,66.36419880387709
10051,13.28955357745162,5.999055519059091,25.97693550756574,62.85625091817247
10053,11.370483100407576,6.2601266681625765,19.953279266572636,72.40391396332863
10056,14.220750276403168,6.179434424979022,31.767059586893048,57.05634259759922
10064,12.723481313402244,6.964215891869854,28.821521314153998,62.72478822007606
10075,15.166224017037354,6.441751653068136,39.20700468156523,47.36330712834555
10079,15.100201607408133,7.312180977101958,41.920340705609064,49.411024536611336
10080,15.783512887512721,7.27864630996681,46.39319689235924,44.6845823005555
10082,16.47390737489685,6.70980953852761,48.685221184391445,40.51491157365701
10083,15.640790914445997,7.120730157682203,44.86297793624036,45.883370877030714
10084,15.102074270033905,7.1501991418807345,40.915524770365906,50.257491341665414
10085,15.87049946206903,7.192158219231621,46.18868243958183,44.71579125576671
10086,14.39648234588067,7.21416157054937,37.272112131464475,53.003383276945385
10087,15.080522548841873,7.272040292541299,41.55495222974814,49.86613056262741
10089,13.997605462830432,7.27269538798454,35.486982589864105,56.33091552159482
10090,14.291024365408603,6.61929856242199,36.64966380709483,51.19406445629492
10093,14.101655660956553,6.565555582006109,33.402300842775745,56.41722815607601
10094,14.200629623441216,6.759095710718212,35.391014064466695,54.899578613254526
10097,14.355552724845044,6.8632837814962615,37.82068020105751,51.29740844702657
10117,15.466548410762593,6.682412772576776,44.11904941152852,44.470375668147256
10119,14.088694247815912,6.75179233268298,35.08269240436334,54.69511888604032
10120,15.282197635859792,8.031604422927037,46.168775716171105,47.71627461636002
10124,13.867496931559199,7.032084287297501,34.567923377694875,56.056964522724826
10126,13.398091973961767,6.636394384390303,29.664666431344866,61.0854218143311
10128,17.427819999759777,6.70647312255798,56.035537585784965,34.875246049901584
10136,15.426779142794716,7.273125433385384,44.32657419399488,46.87830583210575
10144,12.113399206141766,6.126771250783457,21.82306572274941,68.88713159612392
10145,10.656259141989601,5.891989134465467,16.581253361171743,75.27284805921988
10150,14.962135034072416,7.4947955286288535,41.201342655267695,50.731598761196516
10161,13.450087570018237,7.030024129328571,31.816561720327908,59.462991564690505
10165,13.054421812142907,6.732270592227741,29.06666666666667,62.0559670781893
10167,13.23299324092224,6.814133520528549,30.19433981132704,60.84869495649855
10168,13.19375022170868,6.90048120622157,30.325593764023466,60.48332142204198
10174,16.597992886654712,6.962044118570441,49.49972381678215,41.26456953873907
